hour,is_night,location_risk_score,previous_incidents,battery_level,sos_frequency,distance_to_safe_km,area_type,is_moving,risk_score,risk_label
9,0,43.18,4,23,1,4.07,0,1,60.86,2
19,1,36.28,1,76,1,4.6,1,1,76.68,3
6,0,64.57,3,15,4,4.55,1,1,81.82,3
1,1,12.45,6,96,2,4.92,2,0,100.0,3
15,0,33.31,4,85,0,4.88,0,1,45.19,1
15,0,33.23,1,30,4,2.5,1,0,55.13,2
13,0,15.61,4,11,0,5.08,2,1,76.6,3
8,0,39.08,5,40,1,0.24,0,0,37.11,1
4,1,28.87,7,86,3,4.93,2,0,96.91,3
7,0,31.86,5,70,0,4.29,1,0,51.09,2
11,0,72.73,6,43,0,5.27,2,0,80.38,3
1,1,50.6,6,90,1,5.48,1,0,83.92,3
13,0,51.19,7,7,2,0.13,0,1,63.95,2
15,0,90.83,2,86,0,2.21,1,1,38.07,1
20,1,96.52,5,70,1,2.59,0,1,80.69,3
1,1,65.03,6,70,3,3.8,1,0,88.69,3
3,1,56.12,7,3,0,1.51,0,1,77.43,3
5,1,56.19,1,75,1,1.08,1,1,55.94,2
9,0,21.61,5,56,4,0.4,1,0,55.79,2
5,1,80.79,7,73,2,0.35,1,0,71.35,2
13,0,57.77,0,2,1,4.82,0,1,57.46,2
1,1,58.99,4,34,4,1.57,0,1,85.03,3
5,1,21.14,3,68,2,4.9,0,1,76.2,3
20,1,52.74,7,34,0,0.26,2,0,88.15,3
21,1,37.17,1,70,3,5.4,0,0,81.64,3
20,1,6.37,2,89,1,4.32,1,0,63.34,2
16,0,39.79,5,52,0,1.2,2,1,45.64,1
22,1,24.97,0,75,3,0.55,0,1,49.18,1
11,0,15.67,3,66,2,0.82,0,1,40.77,1
9,0,76.86,7,93,1,5.8,1,1,72.34,2
9,0,73.62,3,55,4,5.84,0,1,60.45,2
17,0,98.47,3,21,0,0.76,0,1,41.78,1
4,1,36.07,7,84,3,2.88,2,1,100.0,3
11,0,60.51,4,4,1,0.39,1,1,64.41,2
12,0,21.29,5,19,0,0.77,2,1,70.7,2
4,1,33.98,5,27,4,5.47,1,0,100.0,3
17,0,7.78,7,99,3,3.02,0,0,58.38,2
14,0,62.8,5,32,0,1.5,0,0,49.29,1
23,1,96.72,4,13,3,3.49,2,1,100.0,3
15,0,73.08,6,59,1,5.62,1,0,70.45,2
4,1,53.31,3,88,1,1.88,1,1,68.47,2
6,0,83.96,2,13,0,2.19,0,1,56.37,2
0,1,10.19,1,49,3,0.6,2,1,69.64,2
10,0,28.97,1,2,0,4.76,1,0,62.73,2
7,0,16.87,3,63,4,3.27,1,0,60.87,2
4,1,45.97,1,25,2,5.03,1,0,93.63,3
9,0,69.45,6,62,1,3.97,2,1,73.48,2
7,0,18.24,2,56,4,4.31,2,1,74.98,2
11,0,12.27,4,59,3,0.12,0,0,45.88,1
5,1,94.81,0,23,4,5.36,2,1,100.0,3
19,1,19.76,5,27,0,2.93,1,1,71.97,2
3,1,28.48,2,39,3,3.24,0,0,83.95,3
14,0,47.51,7,68,0,5.7,1,0,63.37,2
13,0,89.09,6,22,3,3.67,1,0,79.99,3
13,0,21.44,0,5,1,0.84,1,1,46.19,1
5,1,53.36,0,80,4,2.2,2,0,94.11,3
0,1,14.68,4,32,2,0.31,1,0,73.53,2
23,1,90.11,1,66,3,2.08,0,0,78.92,3
7,0,49.4,4,15,2,1.85,0,0,73.2,2
17,0,26.19,7,61,1,0.24,0,1,42.97,1
16,0,74.02,7,13,4,5.05,0,1,96.18,3
3,1,78.28,5,89,2,1.28,1,1,76.54,3
11,0,15.33,1,36,1,3.48,0,1,40.49,1
7,0,57.73,5,26,1,3.75,1,1,71.31,2
19,1,49.68,1,3,4,2.09,1,0,89.54,3
3,1,59.98,7,6,3,3.77,0,0,98.73,3
14,0,45.36,4,91,4,0.69,1,1,59.58,2
8,0,97.12,0,18,4,3.41,0,1,75.18,3
0,1,38.81,2,78,4,1.01,1,1,71.8,2
21,1,54.0,3,69,4,2.69,0,0,75.51,3
15,0,94.01,6,94,4,3.35,1,0,72.12,2
15,0,97.02,3,81,1,3.21,0,0,46.61,1
7,0,71.64,5,61,4,5.12,0,0,72.89,2
4,1,52.07,1,92,2,2.11,1,1,66.9,2
9,0,54.39,1,88,0,0.26,0,0,11.83,0
6,0,20.01,4,8,0,1.77,1,1,53.55,2
17,0,96.27,4,21,4,1.59,2,1,82.12,3
17,0,71.66,7,80,2,3.24,0,1,63.15,2
0,1,79.49,4,15,0,1.92,1,0,87.72,3
18,0,0.62,5,59,4,1.08,0,1,42.51,1
22,1,51.11,5,86,4,0.55,0,0,74.36,2
17,0,53.24,5,97,2,4.72,0,0,63.23,2
2,1,76.64,1,48,2,5.15,1,1,82.84,3
10,0,90.11,4,24,2,2.3,0,1,62.05,2
19,1,79.09,5,98,1,2.11,0,0,67.55,2
18,0,31.28,5,32,2,3.27,0,1,71.87,2
0,1,80.31,0,29,0,2.61,1,0,69.4,2
5,1,57.19,3,22,3,5.35,1,1,92.66,3
16,0,42.05,4,89,0,1.93,1,0,41.31,1
20,1,87.05,0,69,1,5.18,2,0,98.19,3
18,0,96.12,0,92,2,2.84,0,1,54.33,2
0,1,12.73,5,73,4,1.44,0,1,68.99,2
5,1,16.61,3,59,4,4.83,0,0,87.72,3
18,0,13.58,5,27,0,5.07,1,0,64.86,2
4,1,32.95,7,7,2,4.56,0,0,100.0,3
11,0,9.27,1,33,1,2.89,2,0,62.72,2
18,0,7.15,5,24,1,3.14,2,1,72.71,2
13,0,59.47,4,2,3,2.87,0,1,74.65,2
10,0,27.21,6,73,0,3.44,1,1,43.37,1
6,0,91.15,6,75,4,1.29,2,1,68.7,2
8,0,22.37,1,26,1,2.96,2,1,58.62,2
3,1,46.05,7,43,0,1.51,1,1,64.49,2
19,1,41.0,2,50,2,3.94,2,1,86.96,3
13,0,18.65,0,25,4,3.33,0,0,48.88,1
18,0,36.73,4,3,0,4.33,0,1,62.27,2
23,1,67.04,2,64,1,1.93,0,1,65.55,2
23,1,37.74,2,48,2,5.31,2,1,97.95,3
9,0,33.03,3,39,3,3.97,0,0,70.22,2
12,0,69.4,3,26,4,0.5,0,0,55.32,2
4,1,69.45,5,58,2,2.38,2,0,96.73,3
21,1,65.79,6,80,3,1.43,1,1,85.1,3
18,0,65.36,6,86,4,0.91,1,1,57.54,2
17,0,85.34,2,21,3,5.89,2,1,88.18,3
12,0,7.6,6,20,1,0.64,1,1,48.49,1
23,1,46.13,7,79,4,2.8,1,1,88.31,3
3,1,80.26,5,17,2,2.55,1,0,95.49,3
21,1,84.77,3,62,0,2.91,0,0,62.18,2
16,0,71.24,1,52,3,3.27,1,0,61.48,2
9,0,93.25,2,76,0,5.49,2,0,70.71,2
16,0,52.39,5,58,1,1.46,1,0,50.24,2
15,0,26.1,6,62,1,1.14,1,1,45.47,1
5,1,87.55,1,32,4,2.17,0,1,91.7,3
2,1,2.65,7,50,1,4.07,2,0,99.06,3
20,1,83.06,6,73,0,5.54,1,0,87.61,3
12,0,28.81,4,4,3,4.49,2,0,100.0,3
2,1,13.13,2,45,4,1.46,2,1,80.58,3
4,1,22.42,5,50,3,5.46,1,0,84.06,3
16,0,38.89,5,41,3,4.74,2,1,80.57,3
13,0,43.36,7,41,4,0.28,0,0,58.82,2
5,1,4.83,7,38,4,4.77,0,1,98.96,3
21,1,62.88,0,79,4,3.48,1,0,83.32,3
10,0,64.92,2,75,4,5.03,0,1,66.47,2
10,0,63.28,0,25,0,3.75,0,1,50.09,2
3,1,9.14,1,95,0,3.54,2,1,67.42,2
5,1,3.76,6,36,2,4.97,2,1,99.81,3
13,0,6.06,3,41,1,5.55,1,0,42.03,1
8,0,11.37,1,75,0,5.63,1,0,44.02,1
12,0,15.09,1,70,1,1.23,2,1,34.27,1
19,1,51.98,1,54,0,0.71,0,1,44.13,1
1,1,40.35,7,67,3,5.53,0,0,97.25,3
2,1,67.1,2,50,2,0.51,1,0,74.58,2
19,1,79.47,0,32,1,0.5,0,1,62.29,2
17,0,48.15,5,29,2,2.35,0,0,68.23,2
5,1,10.25,3,6,1,0.86,1,1,75.32,3
10,0,8.76,5,35,0,0.64,1,0,43.99,1
16,0,36.68,1,2,1,5.53,2,0,83.3,3
10,0,49.81,5,50,0,0.22,0,0,33.78,1
6,0,58.08,2,64,4,1.42,1,0,55.19,2
5,1,64.99,2,23,2,5.61,0,1,93.82,3
12,0,91.14,1,6,0,4.53,0,0,60.84,2
13,0,80.65,2,67,3,1.5,1,0,56.53,2
2,1,38.7,6,57,4,1.24,2,0,99.87,3
21,1,96.75,5,42,2,0.16,0,1,72.75,2
2,1,95.29,7,92,2,5.15,1,1,100.0,3
18,0,47.86,7,49,2,3.56,2,1,71.26,2
1,1,79.17,4,14,2,3.79,1,1,100.0,3
23,1,75.19,1,34,1,5.19,2,0,100.0,3
21,1,73.08,5,68,0,4.53,0,1,76.79,3
20,1,93.44,6,49,3,3.65,1,0,97.96,3
0,1,55.34,5,63,0,5.19,2,0,99.76,3
18,0,75.57,0,28,1,0.47,0,1,36.2,1
6,0,65.14,6,57,3,2.19,2,1,76.95,3
10,0,76.75,0,53,0,2.37,1,1,37.71,1
9,0,42.72,3,12,3,1.67,0,0,62.26,2
7,0,20.99,7,69,0,2.59,1,0,44.42,1
20,1,65.62,5,67,3,3.19,0,0,91.02,3
4,1,87.3,2,13,3,4.02,1,0,100.0,3
9,0,87.85,0,66,3,4.68,0,0,60.77,2
7,0,78.74,5,17,0,1.73,2,0,82.99,3
19,1,74.73,3,50,4,4.77,1,1,96.58,3
0,1,25.36,4,42,3,3.13,0,0,81.65,3
7,0,99.47,0,26,4,2.08,0,1,56.49,2
23,1,39.32,7,7,4,3.96,1,1,99.01,3
15,0,55.75,6,96,2,4.47,0,0,61.4,2
10,0,63.96,5,97,4,1.99,0,1,61.46,2
23,1,58.81,0,76,1,2.18,0,1,53.25,2
11,0,60.72,2,29,4,3.21,1,1,77.36,3
15,0,87.06,7,4,1,1.89,1,1,74.31,2
12,0,67.77,6,13,1,3.86,1,0,78.78,3
3,1,20.77,5,71,0,2.41,0,0,58.29,2
18,0,87.22,2,51,3,3.08,0,0,60.63,2
9,0,41.36,3,97,0,4.36,1,1,52.51,2
1,1,8.28,4,52,0,3.04,1,1,63.82,2
23,1,48.64,1,32,1,0.99,1,0,61.38,2
4,1,59.25,3,78,1,4.04,2,1,84.97,3
8,0,77.04,5,65,4,4.54,2,1,92.45,3
11,0,40.03,4,8,4,3.39,0,0,76.41,3
22,1,62.43,2,17,0,3.49,1,1,83.72,3
18,0,25.01,6,99,1,2.3,0,1,42.14,1
9,0,82.19,6,64,4,5.82,1,1,78.46,3
3,1,15.14,7,21,4,2.78,1,0,93.13,3
5,1,92.53,6,83,0,0.23,1,0,77.58,3
20,1,3.47,3,67,4,1.7,1,1,84.3,3
22,1,90.15,1,67,1,5.06,1,0,73.37,2
5,1,2.6,7,25,3,5.35,2,0,98.0,3
1,1,98.16,3,24,3,0.51,0,0,88.32,3
10,0,51.99,3,74,1,2.17,1,1,45.41,1
18,0,11.39,6,24,2,2.43,0,1,58.8,2
16,0,38.59,7,54,3,4.08,1,1,65.24,2
12,0,18.01,5,57,4,2.06,1,1,62.4,2
23,1,27.02,1,19,2,2.62,1,1,86.3,3
11,0,6.32,1,22,4,0.73,2,1,61.56,2
15,0,40.89,0,53,4,2.85,1,0,43.39,1
13,0,0.44,7,89,1,3.73,1,1,57.12,2
5,1,18.89,5,57,1,0.43,1,0,67.65,2
11,0,29.36,4,60,0,5.65,0,1,46.55,1
13,0,9.72,7,18,0,3.23,0,0,54.2,2
5,1,43.11,0,14,2,1.46,0,1,75.35,3
0,1,39.86,7,7,1,2.68,0,0,89.34,3
5,1,39.23,3,46,4,0.37,0,1,65.12,2
19,1,18.38,6,87,0,3.73,0,1,64.4,2
11,0,76.09,2,98,1,3.51,2,1,63.41,2
23,1,55.59,6,70,3,5.53,1,1,100.0,3
1,1,54.48,0,91,2,4.21,1,1,72.08,2
9,0,96.73,7,34,1,3.68,0,1,68.4,2
14,0,79.98,4,84,0,5.47,1,1,60.41,2
8,0,10.52,5,16,1,0.71,2,0,79.24,3
21,1,56.28,6,40,3,5.3,0,1,93.05,3
16,0,93.63,2,45,0,3.07,0,1,42.28,1
12,0,25.79,3,49,0,0.72,2,0,45.64,1
21,1,55.37,3,93,3,2.83,1,0,84.87,3
13,0,44.9,4,2,4,1.11,0,1,71.89,2
8,0,99.19,4,56,3,3.89,1,0,86.24,3
11,0,28.64,3,90,3,4.92,0,0,56.77,2
14,0,37.0,2,49,2,2.3,0,0,38.6,1
15,0,75.22,3,88,1,5.68,0,0,50.95,2
10,0,54.33,0,94,1,2.33,1,0,43.16,1
8,0,79.45,6,98,0,4.61,1,0,59.83,2
14,0,90.71,1,74,3,1.9,1,0,60.31,2
9,0,87.92,3,77,1,2.43,1,1,54.28,2
1,1,72.84,1,25,1,0.63,0,0,63.43,2
4,1,93.83,2,79,3,4.19,0,1,87.48,3
4,1,63.43,0,81,3,3.51,1,0,82.12,3
16,0,33.38,6,47,2,0.88,1,0,52.53,2
18,0,97.81,0,27,3,4.36,2,1,86.62,3
17,0,82.94,3,14,4,3.57,1,0,82.01,3
11,0,5.0,0,66,1,4.03,1,1,32.3,1
10,0,6.57,1,8,0,3.81,1,1,47.84,1
21,1,81.4,1,60,0,4.38,2,0,88.62,3
10,0,26.08,5,67,1,0.98,0,0,39.57,1
17,0,67.63,6,87,1,1.86,0,1,51.65,2
14,0,37.35,1,98,2,3.9,0,1,37.14,1
5,1,94.49,1,64,0,3.98,0,1,63.08,2
4,1,66.97,1,89,1,4.26,1,1,75.57,3
17,0,60.7,0,60,0,3.04,1,1,34.72,1
22,1,65.25,1,17,0,4.38,0,0,77.95,3
20,1,46.05,3,18,2,0.84,1,1,76.88,3
2,1,28.2,6,76,2,1.1,0,1,64.8,2
2,1,0.35,6,99,2,3.81,0,0,74.39,2
9,0,75.82,6,99,3,4.54,0,0,77.35,3
22,1,86.87,6,74,2,3.46,2,0,98.11,3
14,0,62.05,3,63,1,1.98,1,0,50.4,2
21,1,94.82,4,11,2,0.62,0,0,90.55,3
13,0,44.85,1,17,3,3.87,1,1,84.91,3
14,0,71.39,2,90,4,5.17,0,1,63.48,2
12,0,9.71,3,39,2,1.36,1,1,54.31,2
19,1,94.98,0,77,1,0.76,2,1,73.36,2
22,1,2.97,6,44,0,1.96,1,0,63.37,2
21,1,72.78,6,30,3,2.51,2,1,98.4,3
21,1,34.31,2,38,3,5.65,1,1,100.0,3
20,1,33.0,1,54,4,1.38,1,1,68.82,2
21,1,52.38,5,14,4,3.12,1,0,99.37,3
4,1,40.21,6,58,0,2.93,0,1,63.49,2
21,1,29.12,4,50,1,1.49,0,0,58.88,2
11,0,59.29,0,59,0,5.41,1,0,42.37,1
8,0,37.06,4,49,3,1.14,2,0,76.87,3
13,0,42.14,4,71,0,1.64,2,0,66.6,2
14,0,9.84,1,43,3,3.39,1,1,55.24,2
22,1,19.77,1,24,3,0.81,0,0,71.17,2
11,0,91.66,1,8,4,3.13,2,0,94.19,3
17,0,56.18,1,13,1,5.0,1,0,71.17,2
18,0,97.69,5,38,0,2.05,0,1,54.32,2
22,1,12.97,6,61,0,0.45,2,1,63.71,2
14,0,95.97,0,67,0,0.1,0,1,29.1,1
3,1,31.14,5,20,1,2.06,0,1,76.89,3
2,1,19.68,6,64,0,5.3,0,0,73.46,2
20,1,82.34,4,8,0,1.87,0,1,81.22,3
7,0,35.11,1,78,2,0.5,0,0,33.99,1
11,0,55.76,0,73,0,2.49,0,0,23.44,0
5,1,58.01,0,8,0,4.33,0,0,74.01,2
1,1,43.84,4,69,4,5.84,0,1,84.67,3
20,1,73.06,6,46,0,0.59,1,0,59.8,2
8,0,21.92,7,96,4,4.53,0,1,56.3,2
3,1,2.3,6,38,2,1.56,1,0,75.69,3
19,1,75.45,2,22,0,3.72,0,1,76.96,3
6,0,2.88,0,69,4,0.18,0,1,28.82,1
0,1,4.47,0,38,1,2.12,0,0,56.65,2
18,0,88.5,6,35,3,2.05,0,0,77.87,3
12,0,64.34,6,5,2,1.87,1,1,65.16,2
10,0,11.77,1,54,1,2.17,1,0,41.03,1
23,1,71.5,0,72,3,5.58,1,0,90.01,3
16,0,50.65,7,54,0,4.44,0,0,49.57,1
4,1,57.83,1,30,0,2.39,0,0,61.62,2
6,0,7.81,3,86,1,1.76,1,1,45.36,1
19,1,15.82,0,2,2,2.02,1,1,84.21,3
4,1,41.84,0,27,4,1.72,1,0,77.49,3
12,0,77.93,0,2,4,3.6,2,0,96.95,3
4,1,0.34,4,47,3,2.53,0,1,74.25,2
23,1,19.64,6,99,4,4.15,1,0,95.36,3
14,0,69.6,3,54,3,2.67,2,0,81.05,3
6,0,63.04,7,20,0,2.1,0,1,49.15,1
1,1,69.0,7,37,0,2.09,1,1,81.33,3
21,1,59.62,6,39,1,2.65,0,0,80.28,3
11,0,50.98,4,29,1,5.37,0,0,66.87,2
16,0,84.02,0,84,4,2.8,1,1,51.86,2
16,0,67.09,3,98,0,3.43,0,0,42.92,1
15,0,22.78,2,37,1,5.46,0,1,52.14,2
3,1,56.87,5,29,1,3.95,2,1,95.79,3
6,0,2.08,2,94,0,3.08,2,1,37.42,1
1,1,76.95,5,98,4,4.14,0,0,89.97,3
2,1,85.83,5,41,0,0.25,1,1,64.5,2
18,0,37.53,4,31,0,0.36,2,1,54.64,2
14,0,91.54,6,55,3,3.19,0,1,71.83,2
19,1,44.39,7,49,1,4.99,0,0,82.34,3
15,0,30.38,3,18,3,4.55,2,0,97.69,3
13,0,22.28,0,27,3,4.29,0,1,61.58,2
3,1,34.11,6,68,2,0.63,1,1,66.38,2
7,0,6.8,3,12,1,1.59,1,1,55.35,2
15,0,51.93,6,35,1,0.17,0,0,46.42,1
12,0,97.05,7,32,3,3.7,1,1,85.71,3
14,0,21.92,7,97,4,1.48,1,1,56.81,2
2,1,38.38,7,46,2,1.93,0,0,73.99,2
5,1,41.63,0,48,3,3.18,0,1,66.2,2
22,1,48.1,6,9,2,1.12,0,1,89.46,3
22,1,34.76,5,13,3,4.45,1,1,93.06,3
13,0,31.47,2,94,4,2.79,2,0,70.98,2
14,0,95.74,7,33,1,1.6,1,1,64.82,2
16,0,98.88,2,54,0,2.71,0,1,48.39,1
16,0,56.01,4,70,4,5.8,2,1,89.74,3
17,0,7.6,5,76,0,2.81,1,1,37.17,1
12,0,64.14,1,95,4,2.21,0,0,46.85,1
8,0,3.96,7,25,1,2.62,0,0,52.96,2
13,0,70.39,4,41,0,5.25,0,1,50.84,2
17,0,73.38,4,57,0,4.42,1,0,50.43,2
16,0,16.13,6,74,4,5.9,1,1,67.79,2
15,0,74.85,6,71,2,4.5,0,1,66.29,2
5,1,29.05,5,66,2,5.31,0,0,85.25,3
10,0,21.15,4,99,2,5.73,2,1,74.28,2
6,0,15.09,2,47,2,5.58,1,0,57.05,2
1,1,69.42,7,63,0,4.82,1,0,80.03,3
9,0,27.79,1,18,2,1.71,1,1,65.69,2
22,1,79.13,7,74,3,5.67,1,1,100.0,3
10,0,20.84,2,45,3,2.04,0,0,42.61,1
10,0,25.88,2,84,3,1.73,1,1,48.25,1
5,1,85.42,1,10,4,5.13,2,1,100.0,3
8,0,7.03,4,70,0,1.26,0,0,30.66,1
22,1,53.88,6,99,4,0.38,0,0,68.56,2
9,0,42.05,3,4,2,0.97,1,0,69.86,2
5,1,3.34,1,80,4,1.33,1,1,65.83,2
3,1,98.37,6,18,0,2.99,0,1,90.44,3
17,0,54.46,3,85,2,5.04,0,0,57.98,2
19,1,39.11,6,83,0,3.17,1,0,72.92,2
3,1,76.27,1,95,3,2.66,0,0,74.92,2
6,0,67.08,1,94,0,0.89,1,0,33.93,1
16,0,58.02,0,21,3,3.79,0,1,59.41,2
23,1,9.59,7,41,1,1.47,2,1,73.44,2
12,0,82.82,0,75,4,2.13,2,0,66.8,2
3,1,94.84,7,30,3,2.95,1,1,99.56,3
11,0,30.58,2,10,4,1.94,1,0,62.42,2
3,1,74.89,4,48,2,2.71,1,1,89.07,3
1,1,75.02,0,27,2,1.67,1,1,71.62,2
21,1,62.27,4,60,0,4.23,1,0,72.02,2
2,1,89.58,3,29,1,3.38,1,0,88.58,3
8,0,37.92,4,77,1,1.86,0,1,45.08,1
18,0,2.9,4,21,4,2.12,0,1,59.82,2
6,0,49.27,2,42,4,3.43,1,0,60.3,2
5,1,89.16,3,91,3,0.82,2,1,93.01,3
19,1,67.53,4,69,2,2.93,1,0,87.49,3
21,1,13.85,7,63,2,1.25,0,0,70.08,2
14,0,96.44,3,35,4,3.31,0,1,69.7,2
16,0,77.84,1,50,4,1.28,2,1,64.94,2
20,1,96.36,2,31,0,0.22,1,0,64.34,2
14,0,15.95,5,14,2,2.82,0,0,67.69,2
7,0,72.74,4,75,4,0.59,0,0,55.57,2
3,1,52.54,3,2,4,5.75,0,1,100.0,3
8,0,77.01,6,76,0,3.74,0,0,45.57,1
15,0,22.27,3,27,4,3.54,2,1,79.91,3
16,0,73.2,6,80,3,1.23,0,0,58.45,2
13,0,4.98,4,92,3,5.04,2,1,74.1,2
11,0,47.9,4,18,3,5.22,2,1,100.0,3
11,0,47.66,0,39,1,0.42,0,0,36.98,1
21,1,90.12,1,61,0,0.4,1,1,64.79,2
5,1,5.99,2,53,2,3.38,0,0,64.71,2
2,1,11.27,0,20,3,2.75,1,0,72.6,2
20,1,87.13,7,75,0,5.24,0,1,82.09,3
8,0,66.4,3,71,1,0.85,2,0,58.63,2
11,0,12.87,5,60,2,1.18,2,0,66.02,2
14,0,67.12,1,64,1,1.17,1,0,43.73,1
16,0,78.13,3,81,0,3.51,2,1,61.6,2
23,1,12.87,4,5,1,5.7,0,0,88.53,3
7,0,57.04,4,84,4,5.04,0,0,65.96,2
18,0,17.88,6,22,4,1.24,1,1,66.06,2
4,1,98.56,0,76,1,5.62,0,1,70.34,2
17,0,1.22,6,50,4,0.23,0,0,44.93,1
8,0,24.34,0,12,2,4.67,1,0,69.33,2
2,1,27.84,0,66,1,2.82,0,0,54.14,2
23,1,44.13,5,71,3,0.59,0,0,75.53,3
1,1,36.79,6,58,4,3.32,1,1,88.98,3
0,1,21.34,5,33,3,5.76,0,1,91.01,3
4,1,80.85,7,10,3,2.52,0,0,100.0,3
22,1,75.75,3,60,2,3.39,0,1,76.8,3
8,0,90.75,7,3,1,2.14,1,0,76.94,3
14,0,14.19,0,10,1,1.9,2,0,66.71,2
16,0,60.74,0,94,2,4.55,2,0,76.68,3
1,1,5.79,2,73,0,4.54,0,1,61.91,2
3,1,13.11,0,88,0,0.42,1,1,40.71,1
1,1,70.97,7,3,1,4.57,1,1,100.0,3
1,1,52.97,5,78,2,4.83,2,1,100.0,3
8,0,80.08,1,55,3,0.54,0,1,42.83,1
10,0,31.65,6,81,4,4.59,1,1,72.41,2
20,1,33.03,0,13,4,0.31,1,0,77.8,3
13,0,48.99,1,40,3,4.48,2,0,84.51,3
4,1,85.39,2,11,3,0.89,1,1,100.0,3
11,0,11.45,6,46,4,5.12,1,1,75.06,3
22,1,76.8,6,58,2,5.85,1,1,100.0,3
17,0,79.6,1,46,4,1.34,2,1,62.88,2
6,0,90.82,1,96,0,5.71,2,1,59.34,2
12,0,38.62,6,88,0,1.07,0,0,40.19,1
5,1,27.69,6,59,1,1.96,0,0,67.95,2
20,1,89.3,5,46,3,4.14,2,0,98.26,3
17,0,21.82,0,64,3,5.01,0,1,47.5,1
17,0,92.04,4,12,2,1.2,0,1,70.12,2
5,1,89.04,0,38,2,2.25,1,0,78.98,3
3,1,87.21,0,31,1,5.62,0,1,81.76,3
15,0,15.6,1,67,3,2.35,2,0,72.6,2
12,0,68.41,1,18,0,0.31,0,0,38.24,1
15,0,50.7,1,95,1,1.05,0,1,37.0,1
2,1,0.09,2,95,0,2.51,1,1,54.43,2
15,0,96.88,1,84,1,3.25,0,0,48.29,1
5,1,24.97,4,79,3,2.98,2,1,96.32,3
1,1,94.19,3,47,3,3.67,1,0,97.43,3
2,1,30.9,2,42,1,2.36,0,0,63.82,2
17,0,42.92,6,21,4,1.16,2,0,83.9,3
9,0,61.56,6,86,4,5.34,2,1,89.07,3
14,0,66.0,5,2,2,5.16,1,0,91.66,3
22,1,1.53,7,58,4,4.58,0,0,84.68,3
1,1,6.7,7,97,3,2.19,1,0,84.49,3
1,1,64.02,3,5,1,0.3,2,0,95.82,3
12,0,57.52,5,62,4,5.61,0,0,72.92,2
20,1,72.01,6,58,2,0.23,0,1,66.29,2
15,0,9.91,7,52,3,1.91,1,0,60.02,2
21,1,21.01,0,92,2,5.61,0,0,71.27,2
17,0,63.55,3,15,4,4.48,1,1,87.34,3
18,0,15.09,6,46,2,4.68,1,1,66.28,2
19,1,75.61,1,31,2,3.06,1,0,79.75,3
23,1,71.05,4,10,0,2.43,2,1,99.86,3
5,1,74.48,5,21,3,4.3,1,0,100.0,3
12,0,50.3,7,20,4,1.82,0,0,61.1,2
16,0,25.11,2,38,1,1.5,0,0,38.68,1
0,1,51.24,6,14,2,0.29,1,0,89.39,3
14,0,35.6,3,92,2,0.59,2,1,57.82,2
3,1,63.07,7,39,2,2.68,1,0,97.66,3
20,1,41.49,4,85,3,2.56,0,0,75.48,3
5,1,43.11,4,33,3,5.18,0,1,97.2,3
9,0,7.6,0,34,2,1.59,2,1,49.22,1
7,0,40.97,1,15,0,4.18,1,0,57.78,2
14,0,77.62,6,52,1,5.6,1,1,70.95,2
1,1,89.19,6,64,2,4.23,0,1,87.2,3
12,0,87.6,7,13,2,2.3,0,0,76.67,3
18,0,76.4,0,12,2,4.22,1,0,78.46,3
18,0,34.58,5,64,4,1.89,2,0,72.48,2
13,0,74.01,1,43,1,2.64,0,1,38.6,1
2,1,55.51,4,31,4,1.57,0,0,83.57,3
6,0,53.38,2,75,2,1.67,1,0,42.81,1
16,0,43.36,6,33,2,5.76,0,1,70.78,2
1,1,93.26,3,85,1,2.8,1,1,86.11,3
17,0,73.94,2,73,4,1.02,2,0,69.21,2
12,0,12.88,0,57,2,2.61,1,1,35.83,1
14,0,29.67,0,89,3,5.24,0,1,50.59,2
16,0,45.23,6,14,3,1.7,1,0,89.37,3
19,1,2.83,3,42,0,4.25,1,1,71.14,2
16,0,15.83,0,63,1,4.84,1,1,44.09,1
18,0,44.29,2,33,3,2.52,1,1,67.17,2
7,0,47.26,3,43,0,5.97,0,0,47.28,1
22,1,85.93,2,55,1,1.46,0,0,66.81,2
13,0,24.22,1,69,3,3.72,0,1,50.05,2
1,1,22.92,1,61,3,5.88,1,0,78.42,3
9,0,99.32,6,94,3,3.6,2,1,89.46,3
4,1,67.99,2,57,4,4.29,1,1,87.39,3
7,0,25.54,5,84,0,3.13,0,0,43.54,1
16,0,29.18,4,91,2,5.93,0,1,66.63,2
4,1,76.29,5,34,4,5.36,0,0,100.0,3
10,0,13.23,0,96,0,4.99,2,1,46.87,1
21,1,65.17,3,33,4,4.45,0,1,93.12,3
15,0,40.65,2,99,3,0.72,0,0,37.96,1
20,1,8.0,1,65,2,3.83,0,0,71.41,2
19,1,52.26,3,4,1,1.36,0,1,78.81,3
3,1,0.02,0,38,0,0.37,0,1,44.38,1
9,0,3.03,7,36,2,3.5,2,1,69.48,2
8,0,18.69,0,10,3,5.2,1,1,80.76,3
11,0,1.84,5,11,1,0.35,0,1,48.99,1
1,1,98.27,3,30,0,5.26,0,1,86.73,3
4,1,87.15,4,42,2,2.47,0,0,76.51,3
17,0,67.58,7,21,2,3.72,1,1,77.69,3
1,1,65.68,5,85,1,4.93,1,0,91.66,3
11,0,4.17,7,27,2,4.66,2,1,77.98,3
1,1,89.85,1,24,0,2.43,0,0,64.6,2
